head;relation;tail
centrifuge operator;exactMatch;centrifuge operator
cellar operator;exactMatch;fermentation cellar operators
confectionery machine operator;exactMatch;confectionery worker
animal feed employee;exactMatch;employee animal feed
cocoa bean roaster;exactMatch;chocolate maker chocolate producer
blancher;exactMatch;blanching machine operator
canning manufacturer;exactMatch;manufacturer of canned fruit and vegetables
process operator flour purification;exactMatch;employee flour purification
fish cannery employee;exactMatch;fish canner
carbonisation operator;exactMatch;carbonisation machine operator
fruit and vegetable preserver;exactMatch;canner of fruit and vegetables
piping systems engineer;exactMatch;piping engineer
process operator frozen meals;exactMatch;process operator ready meals
plumber;exactMatch;maintenance plumber
gas technician;exactMatch;technician gas
drain technician;exactMatch;drain pipe fitter
sprinkler technician;exactMatch;sprinkler installation technician
steam plant operator;exactMatch;steam turbine operator
tow tower operator;exactMatch;fiberglass operator
brick oven operator;exactMatch;brick press operator
tunnel kiln operator;exactMatch;tunnel dryer operator
brick kiln operator;exactMatch;brick drying plant operator
glaze kiln operator;exactMatch;ceramic kiln stealer
digester operator;exactMatch;digester operator
dry room assistant;exactMatch;dry house assistant
lime kiln operator;exactMatch;lime kiln process operator
pulp machine operator;exactMatch;paper pulp preparer in the paper industry
irrigation technician;exactMatch;sprinkler installation technician
wine digester;exactMatch;vinification expert
process operator chocolate foundry;exactMatch;chocolate foundry worker
sugar factory employee;exactMatch;sugar refining employee
process operator starch extraction;exactMatch;starch extractor
starch process operator;exactMatch;starch processor
blender operator;exactMatch;soft drinks manufacturer
refinery employee;exactMatch;refiner
process operator heat treatment of milk;exactMatch;employee heat treatment of milk
malt furnace process operator;exactMatch;malt furnace operator
process operator in a liqueur factory;exactMatch;employee in a liqueur factory
boiler operator;exactMatch;chewing gum production operators
hydrogenation machine operator;exactMatch;hydrogenation technologist
germination operator;exactMatch;germination process operator
cider fermentation process operator;exactMatch;cider producer
fruit presser;exactMatch;juicer
employee fish production;exactMatch;fish processor
employee fat purification;exactMatch;employee fat purification plant
beverage filtration technician;exactMatch;employee
spice extract tester;exactMatch;spice blender
drying plant employee;exactMatch;grain dryer
distillery assistant;exactMatch;distillery worker
distillery miller;exactMatch;miller at a distillery
production assistant dairy product manufacture;exactMatch;dairy processor
process operator dairy processing;exactMatch;dairy production assistant
coffee grinder;exactMatch;coffee grinder operators
cocoa press assistant;exactMatch;cocoa presser
cocoa mill process operator;exactMatch;cocoa grinder
purification plant operator;exactMatch;purification plant operators
food production worker;exactMatch;food factory worker
campsite manager;exactMatch;campsite management
seamstress;exactMatch;stitcher
soil survey technician;exactMatch;soil survey assistant
pest controller;exactMatch;pest exterminator
print shop manager;exactMatch;head of print shop
editorial assistant;exactMatch;editorial assistant
framer;exactMatch;craftsman framer
brushmaker;exactMatch;maker of brooms, brushes
newsreader;exactMatch;ankerman
landscape designer;exactMatch;garden architect
forestry consultant;exactMatch;forestry specialist
cultural infrastructure manager;exactMatch;multifunctional cultural accommodation manager
gemstone grinder;exactMatch;gemstone cutter
lyricist;exactMatch;lyricist
cultural programmer;exactMatch;concert programmer
forest ranger;exactMatch;park ranger
builder of electronic musical instruments;exactMatch;synthesiser builder
organ builder;exactMatch;pipe organ builder
builder of idiophones;exactMatch;builder of ratchet instruments
huntsman;exactMatch;trapper
wood carver;exactMatch;craftsman wood carver
wind instrument builder;exactMatch;wind instrument maker
violin maker;exactMatch;musical instrument builder
guitar builder;exactMatch;stringed instrument builder
stringed instrument builder;exactMatch;builder of stringed instruments
music producer;exactMatch;music producer
musical instrument repairer;exactMatch;organ repairer
officer air force;exactMatch;officer royal air force
asphalt laboratory technician;exactMatch;asphalt production technician
solicitor's clerk;exactMatch;notary's clerk
post-mortem assistant;exactMatch;pathologist's assistant
roadworks team leader;exactMatch;road inspector
dog trainer;exactMatch;dog handler
road worker;exactMatch;asphalt paver
road construction machine operator;exactMatch;road construction worker
animal keeper;exactMatch;dog groomer
legal translator;exactMatch;lawyer-linguist
pet sitter;exactMatch;dog sitter
drainage engineer;exactMatch;hydraulic engineer
soil expert;exactMatch;soil investigator
post office sales assistant;exactMatch;post office counter operator
drainage technician;exactMatch;well drilling employee
logistics and distribution manager;exactMatch;logistics director
employee funeral director;exactMatch;bearded worker
tunnel boring machine operator;exactMatch;tunnel construction plant operator
drill manager;exactMatch;well constructor
driller;exactMatch;drill operator
environmental engineer;exactMatch;environmental technician
environmental programme coordinator;exactMatch;head of environmental management
aquaculture environmental analyst;exactMatch;aquaculture environmental specialist
airport environmental technician;exactMatch;airport environmental expert
environmental expert;exactMatch;environmental technician
animal shelter employee;exactMatch;animal washer
asphalt production operator;exactMatch;asphalt production plant operator
membranophone builder;exactMatch;music box builder
chief editor of a magazine;exactMatch;chief editor of a weekly magazine
wood dryer;exactMatch;wood drying plant operator
wood composite quality controller;exactMatch;wood composite inspector
wood quality controller;exactMatch;wood inspector
wood veneer quality controller;exactMatch;wood laminate inspector
photojournalist;exactMatch;press photographer
garden architect;exactMatch;garden and landscape architect
civil engineering technician;exactMatch;civil engineering technician
agricultural mechanic;exactMatch;agricultural machinery maintenance technician
podiatrist;exactMatch;chiropodist
infantry soldier;exactMatch;infantryman
explosives disposal operator;exactMatch;mine disposal operator
corporal;exactMatch;chief corporal
chief editor newspaper;exactMatch;chief editor daily newspaper
wood industry production manager;exactMatch;foreman in woodworking workshop
woodworking machine: turner;exactMatch;wood lathe operator
cnc machine operator;exactMatch;cnc drill
cnc programmer;exactMatch;numerical tool maker
music arranger;exactMatch;arranger
lithographer;exactMatch;chromolithographer
editor broadcasting;exactMatch;radio editor
radio diagnostician;exactMatch;mri lab technician
specialised physiotherapist;exactMatch;respiratory therapist
materials engineer microelectronics;exactMatch;materials engineer microelectronics
sports and exercise director;exactMatch;exercise director
